energy_mev,main_loglog,linear_energy,gap_linear_5_40,low_hold,supported_only_diagnostic,experimental_sigma_cm2_per_bit,experimental_value_type,experimental_source
11.8725648,7.996679035e-14,7.444421599e-14,7.444421599e-14,7.996679035e-14,7.996679035e-14,,,
12.162552,8.032274861e-14,7.470769014e-14,7.470769014e-14,8.032274861e-14,8.032274861e-14,,,
12.4596223,8.068029135e-14,7.497759965e-14,7.497759965e-14,8.068029135e-14,8.068029135e-14,,,
12.7639484,8.103942563e-14,7.525410170e-14,7.525410170e-14,8.103942563e-14,8.103942563e-14,,,
13.0757077,8.140015853e-14,7.553735730e-14,7.553735730e-14,8.140015853e-14,8.140015853e-14,,,
13.3950818,8.176249717e-14,7.582753142e-14,7.582753142e-14,8.176249717e-14,8.176249717e-14,,,
13.7222565,8.212644871e-14,7.612479304e-14,7.612479304e-14,8.212644871e-14,8.212644871e-14,,,
14.0574225,8.249202030e-14,7.642931528e-14,7.642931528e-14,8.249202030e-14,8.249202030e-14,,,
14.4007749,8.285921918e-14,7.674127546e-14,7.674127546e-14,8.285921918e-14,8.285921918e-14,,,
14.7525137,8.322805258e-14,7.706085527e-14,7.706085527e-14,8.322805258e-14,8.322805258e-14,,,
15.1128437,8.359852777e-14,7.738824081e-14,7.738824081e-14,8.359852777e-14,8.359852777e-14,,,
15.4819747,8.397065207e-14,7.772362275e-14,7.772362275e-14,8.397065207e-14,8.397065207e-14,,,
15.8601218,8.434443282e-14,7.806719638e-14,7.806719638e-14,8.434443282e-14,8.434443282e-14,,,
16.2475051,8.471987739e-14,7.841916179e-14,7.841916179e-14,8.471987739e-14,8.471987739e-14,,,
16.6443503,8.509699319e-14,7.877972396e-14,7.877972396e-14,8.509699319e-14,8.509699319e-14,,,
17.0508884,8.547578765e-14,7.914909286e-14,7.914909286e-14,8.547578765e-14,8.547578765e-14,,,
17.4673561,8.585626824e-14,7.952748358e-14,7.952748358e-14,8.585626824e-14,8.585626824e-14,,,
17.8939961,8.623844248e-14,7.991511650e-14,7.991511650e-14,8.623844248e-14,8.623844248e-14,,,
18.3310568,8.662231791e-14,8.031221734e-14,8.031221734e-14,8.662231791e-14,8.662231791e-14,,,
18.7787927,8.700790208e-14,8.071901737e-14,8.071901737e-14,8.700790208e-14,8.700790208e-14,,,
19.2374645,8.739520262e-14,8.113575349e-14,8.113575349e-14,8.739520262e-14,8.739520262e-14,,,
19.7073394,8.778422716e-14,8.156266838e-14,8.156266838e-14,8.778422716e-14,8.778422716e-14,,,
20.188691,8.817498338e-14,8.200001067e-14,8.200001067e-14,8.817498338e-14,8.817498338e-14,,,
20.6817996,8.856747897e-14,8.244803503e-14,8.244803503e-14,8.856747897e-14,8.856747897e-14,,,
21.1869523,8.896172170e-14,8.290700239e-14,8.290700239e-14,8.896172170e-14,8.896172170e-14,,,
21.7044434,8.935771932e-14,8.337718002e-14,8.337718002e-14,8.935771932e-14,8.935771932e-14,,,
22.2345742,8.975547966e-14,8.385884173e-14,8.385884173e-14,8.975547966e-14,8.975547966e-14,,,
22.7776535,9.015501056e-14,8.435226803e-14,8.435226803e-14,9.015501056e-14,9.015501056e-14,,,
23.3339974,9.055631991e-14,8.485774625e-14,8.485774625e-14,9.055631991e-14,9.055631991e-14,,,
23.9039301,9.095941561e-14,8.537557078e-14,8.537557078e-14,9.095941561e-14,9.095941561e-14,,,
24.4877834,9.136430562e-14,8.590604317e-14,8.590604317e-14,9.136430562e-14,9.136430562e-14,,,
25.0858972,9.177099794e-14,8.644947234e-14,8.644947234e-14,9.177099794e-14,9.177099794e-14,,,
25.69862,9.217950057e-14,8.700617476e-14,8.700617476e-14,9.217950057e-14,9.217950057e-14,,,
26.3263086,9.258982158e-14,8.757647464e-14,8.757647464e-14,9.258982158e-14,9.258982158e-14,,,
26.9693284,9.300196906e-14,8.816070408e-14,8.816070408e-14,9.300196906e-14,9.300196906e-14,,,
27.628054,9.341595114e-14,8.875920332e-14,8.875920332e-14,9.341595114e-14,9.341595114e-14,,,
28.3028689,9.383177600e-14,8.937232090e-14,8.937232090e-14,9.383177600e-14,9.383177600e-14,,,
28.9941662,9.424945182e-14,9.000041387e-14,9.000041387e-14,9.424945182e-14,9.424945182e-14,,,
29,9.425294181e-14,9.000571429e-14,9.000571429e-14,9.425294181e-14,9.425294181e-14,,,
29.7023484,9.466898686e-14,9.064384801e-14,9.064384801e-14,9.466898686e-14,9.466898686e-14,,,
